期权代码,交易代码,期权简称,标的代码,类型,认购/认沽,行权方式,行权价,合约单位,到期月份,上市日,到期日,行权日,行权交收日,上市首日参考价,结算方式,交易状态
10000396,510050P1512M01800,50ETF沽2015年12月1.80,510050.SH,ETF期权,认沽,欧式,1.800,10000,2015-12,2015-08-26,2015-12-23,2015-12-23,2015-12-24,0.2654,实物资产,退市
10000397,510050P1512M01850,50ETF沽2015年12月1.85,510050.SH,ETF期权,认沽,欧式,1.850,10000,2015-12,2015-08-26,2015-12-23,2015-12-23,2015-12-24,0.2924,实物资产,退市
10000398,510050P1512M01900,50ETF沽2015年12月1.90,510050.SH,ETF期权,认沽,欧式,1.900,10000,2015-12,2015-08-26,2015-12-23,2015-12-23,2015-12-24,0.3206,实物资产,退市
10000399,510050C1603M01800,50ETF购2016年3月1.80,510050.SH,ETF期权,认购,欧式,1.800,10000,2016-03,2015-08-26,2016-03-23,2016-03-23,2016-03-24,0.2574,实物资产,退市
10000400,510050C1603M01850,50ETF购2016年3月1.85,510050.SH,ETF期权,认购,欧式,1.850,10000,2016-03,2015-08-26,2016-03-23,2016-03-23,2016-03-24,0.2315,实物资产,退市
10000401,510050C1603M01900,50ETF购2016年3月1.90,510050.SH,ETF期权,认购,欧式,1.900,10000,2016-03,2015-08-26,2016-03-23,2016-03-23,2016-03-24,0.2076,实物资产,退市
10000402,510050P1603M01800,50ETF沽2016年3月1.80,510050.SH,ETF期权,认沽,欧式,1.800,10000,2016-03,2015-08-26,2016-03-23,2016-03-23,2016-03-24,0.2668,实物资产,退市
10000403,510050P1603M01850,50ETF沽2016年3月1.85,510050.SH,ETF期权,认沽,欧式,1.850,10000,2016-03,2015-08-26,2016-03-23,2016-03-23,2016-03-24,0.2934,实物资产,退市
10000404,510050P1603M01900,50ETF沽2016年3月1.90,510050.SH,ETF期权,认沽,欧式,1.900,10000,2016-03,2015-08-26,2016-03-23,2016-03-23,2016-03-24,0.3211,实物资产,退市
10000405,510050C1510M01850,50ETF购2015年10月1.85,510050.SH,ETF期权,认购,欧式,1.850,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.2045,实物资产,退市
10000406,510050C1510M01900,50ETF购2015年10月1.90,510050.SH,ETF期权,认购,欧式,1.900,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.1840,实物资产,退市
10000407,510050C1510M01950,50ETF购2015年10月1.95,510050.SH,ETF期权,认购,欧式,1.950,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.1607,实物资产,退市
10000408,510050C1510M02000,50ETF购2015年10月2.00,510050.SH,ETF期权,认购,欧式,2.000,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.1456,实物资产,退市
10000409,510050C1510M02050,50ETF购2015年10月2.05,510050.SH,ETF期权,认购,欧式,2.050,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.1296,实物资产,退市
10000410,510050P1510M01850,50ETF沽2015年10月1.85,510050.SH,ETF期权,认沽,欧式,1.850,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.2305,实物资产,退市
10000411,510050P1510M01900,50ETF沽2015年10月1.90,510050.SH,ETF期权,认沽,欧式,1.900,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.2539,实物资产,退市
10000412,510050P1510M01950,50ETF沽2015年10月1.95,510050.SH,ETF期权,认沽,欧式,1.950,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.2786,实物资产,退市
10000413,510050P1510M02000,50ETF沽2015年10月2.00,510050.SH,ETF期权,认沽,欧式,2.000,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.3148,实物资产,退市
10000414,510050P1510M02050,50ETF沽2015年10月2.05,510050.SH,ETF期权,认沽,欧式,2.050,10000,2015-10,2015-08-27,2015-10-28,2015-10-28,2015-10-29,0.3395,实物资产,退市
10000415,510050C1510M02100,50ETF购2015年10月2.10,510050.SH,ETF期权,认购,欧式,2.100,10000,2015-10,2015-08-28,2015-10-28,2015-10-28,2015-10-29,0.1382,实物资产,退市
10000416,510050C1510M02150,50ETF购2015年10月2.15,510050.SH,ETF期权,认购,欧式,2.150,10000,2015-10,2015-08-28,2015-10-28,2015-10-28,2015-10-29,0.1150,实物资产,退市
10000417,510050C1510M02200,50ETF购2015年10月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2015-10,2015-08-28,2015-10-28,2015-10-28,2015-10-29,0.0949,实物资产,退市
10000418,510050P1510M02100,50ETF沽2015年10月2.10,510050.SH,ETF期权,认沽,欧式,2.100,10000,2015-10,2015-08-28,2015-10-28,2015-10-28,2015-10-29,0.2651,实物资产,退市
10000419,510050P1510M02150,50ETF沽2015年10月2.15,510050.SH,ETF期权,认沽,欧式,2.150,10000,2015-10,2015-08-28,2015-10-28,2015-10-28,2015-10-29,0.2934,实物资产,退市
10000420,510050P1510M02200,50ETF沽2015年10月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2015-10,2015-08-28,2015-10-28,2015-10-28,2015-10-29,0.3229,实物资产,退市
10000421,510050C1510M02250,50ETF购2015年10月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2015-10,2015-08-31,2015-10-28,2015-10-28,2015-10-29,0.0991,实物资产,退市
10000422,510050P1510M02250,50ETF沽2015年10月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2015-10,2015-08-31,2015-10-28,2015-10-28,2015-10-29,0.3226,实物资产,退市
10000423,510050C1510M02300,50ETF购2015年10月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2015-10,2015-09-01,2015-10-28,2015-10-28,2015-10-29,0.0796,实物资产,退市
10000424,510050P1510M02300,50ETF沽2015年10月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2015-10,2015-09-01,2015-10-28,2015-10-28,2015-10-29,0.3532,实物资产,退市
10000425,510050C1510M02350,50ETF购2015年10月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2015-10,2015-09-02,2015-10-28,2015-10-28,2015-10-29,0.0556,实物资产,退市
10000426,510050P1510M02350,50ETF沽2015年10月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2015-10,2015-09-02,2015-10-28,2015-10-28,2015-10-29,0.4075,实物资产,退市
10000427,510050C1511M02100,50ETF购2015年11月2.10,510050.SH,ETF期权,认购,欧式,2.100,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.1574,实物资产,退市
10000428,510050C1511M02150,50ETF购2015年11月2.15,510050.SH,ETF期权,认购,欧式,2.150,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.1301,实物资产,退市
10000429,510050C1511M02200,50ETF购2015年11月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.1086,实物资产,退市
10000430,510050C1511M02250,50ETF购2015年11月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.0888,实物资产,退市
10000431,510050C1511M02300,50ETF购2015年11月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.0763,实物资产,退市
10000432,510050P1511M02100,50ETF沽2015年11月2.10,510050.SH,ETF期权,认沽,欧式,2.100,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.1204,实物资产,退市
10000433,510050P1511M02150,50ETF沽2015年11月2.15,510050.SH,ETF期权,认沽,欧式,2.150,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.1489,实物资产,退市
10000434,510050P1511M02200,50ETF沽2015年11月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.1717,实物资产,退市
10000435,510050P1511M02250,50ETF沽2015年11月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.2038,实物资产,退市
10000436,510050P1511M02300,50ETF沽2015年11月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2015-11,2015-09-24,2015-11-25,2015-11-25,2015-11-26,0.2391,实物资产,退市
10000437,510050C1511M02050,50ETF购2015年11月2.05,510050.SH,ETF期权,认购,欧式,2.050,10000,2015-11,2015-09-28,2015-11-25,2015-11-25,2015-11-26,0.1705,实物资产,退市
10000438,510050P1511M02050,50ETF沽2015年11月2.05,510050.SH,ETF期权,认沽,欧式,2.050,10000,2015-11,2015-09-28,2015-11-25,2015-11-25,2015-11-26,0.0903,实物资产,退市
10000439,510050C1510M02400,50ETF购2015年10月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2015-10,2015-10-13,2015-10-28,2015-10-28,2015-10-29,0.0194,实物资产,退市
10000440,510050P1510M02400,50ETF沽2015年10月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2015-10,2015-10-13,2015-10-28,2015-10-28,2015-10-29,0.1358,实物资产,退市
10000441,510050C1511M02350,50ETF购2015年11月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2015-11,2015-10-13,2015-11-25,2015-11-25,2015-11-26,0.0596,实物资产,退市
10000442,510050C1511M02400,50ETF购2015年11月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2015-11,2015-10-13,2015-11-25,2015-11-25,2015-11-26,0.0427,实物资产,退市
10000443,510050P1511M02350,50ETF沽2015年11月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2015-11,2015-10-13,2015-11-25,2015-11-25,2015-11-26,0.1341,实物资产,退市
10000444,510050P1511M02400,50ETF沽2015年11月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2015-11,2015-10-13,2015-11-25,2015-11-25,2015-11-26,0.1658,实物资产,退市
10000445,510050C1510M02450,50ETF购2015年10月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2015-10,2015-10-21,2015-10-28,2015-10-28,2015-10-29,0.0036,实物资产,退市
10000446,510050P1510M02450,50ETF沽2015年10月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2015-10,2015-10-21,2015-10-28,2015-10-28,2015-10-29,0.1322,实物资产,退市
10000447,510050C1511M02450,50ETF购2015年11月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2015-11,2015-10-21,2015-11-25,2015-11-25,2015-11-26,0.0225,实物资产,退市
10000448,510050P1511M02450,50ETF沽2015年11月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2015-11,2015-10-21,2015-11-25,2015-11-25,2015-11-26,0.1876,实物资产,退市
10000449,510050C1606M02200,50ETF购2016年6月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.2332,实物资产,退市
10000450,510050C1606M02250,50ETF购2016年6月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.2108,实物资产,退市
10000451,510050C1606M02300,50ETF购2016年6月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.1923,实物资产,退市
10000452,510050C1606M02350,50ETF购2016年6月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.1695,实物资产,退市
10000453,510050C1606M02400,50ETF购2016年6月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.1479,实物资产,退市
10000454,510050P1606M02200,50ETF沽2016年6月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.1848,实物资产,退市
10000455,510050P1606M02250,50ETF沽2016年6月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.2051,实物资产,退市
10000456,510050P1606M02300,50ETF沽2016年6月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.2378,实物资产,退市
10000457,510050P1606M02350,50ETF沽2016年6月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.2669,实物资产,退市
10000458,510050P1606M02400,50ETF沽2016年6月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2016-06,2015-10-29,2016-06-22,2016-06-22,2016-06-23,0.2930,实物资产,退市
10000459,510050C1606M02150,50ETF购2016年6月2.15,510050.SH,ETF期权,认购,欧式,2.150,10000,2016-06,2015-11-04,2016-06-22,2016-06-22,2016-06-23,0.2433,实物资产,退市
10000460,510050P1606M02150,50ETF沽2016年6月2.15,510050.SH,ETF期权,认沽,欧式,2.150,10000,2016-06,2015-11-04,2016-06-22,2016-06-22,2016-06-23,0.1560,实物资产,退市
10000461,510050C1511M02500,50ETF购2015年11月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2015-11,2015-11-05,2015-11-25,2015-11-25,2015-11-26,0.0126,实物资产,退市
10000462,510050P1511M02500,50ETF沽2015年11月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2015-11,2015-11-05,2015-11-25,2015-11-25,2015-11-26,0.1397,实物资产,退市
10000463,510050C1606M02450,50ETF购2016年6月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2016-06,2015-11-05,2016-06-22,2016-06-22,2016-06-23,0.1387,实物资产,退市
10000464,510050C1606M02500,50ETF购2016年6月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2016-06,2015-11-05,2016-06-22,2016-06-22,2016-06-23,0.1179,实物资产,退市
10000465,510050P1606M02450,50ETF沽2016年6月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2016-06,2015-11-05,2016-06-22,2016-06-22,2016-06-23,0.2722,实物资产,退市
10000466,510050P1606M02500,50ETF沽2016年6月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2016-06,2015-11-05,2016-06-22,2016-06-22,2016-06-23,0.3007,实物资产,退市
10000467,510050C1511M02550,50ETF购2015年11月2.55,510050.SH,ETF期权,认购,欧式,2.550,10000,2015-11,2015-11-06,2015-11-25,2015-11-25,2015-11-26,0.0207,实物资产,退市
10000468,510050P1511M02550,50ETF沽2015年11月2.55,510050.SH,ETF期权,认沽,欧式,2.550,10000,2015-11,2015-11-06,2015-11-25,2015-11-25,2015-11-26,0.1443,实物资产,退市
10000469,510050C1606M02550,50ETF购2016年6月2.55,510050.SH,ETF期权,认购,欧式,2.550,10000,2016-06,2015-11-06,2016-06-22,2016-06-22,2016-06-23,0.1210,实物资产,退市
10000470,510050P1606M02550,50ETF沽2016年6月2.55,510050.SH,ETF期权,认沽,欧式,2.550,10000,2016-06,2015-11-06,2016-06-22,2016-06-22,2016-06-23,0.2904,实物资产,退市
10000471,510050C1511M02600,50ETF购2015年11月2.60,510050.SH,ETF期权,认购,欧式,2.600,10000,2015-11,2015-11-09,2015-11-25,2015-11-25,2015-11-26,0.0281,实物资产,退市
10000472,510050P1511M02600,50ETF沽2015年11月2.60,510050.SH,ETF期权,认沽,欧式,2.600,10000,2015-11,2015-11-09,2015-11-25,2015-11-25,2015-11-26,0.1380,实物资产,退市
10000473,510050C1606M02600,50ETF购2016年6月2.60,510050.SH,ETF期权,认购,欧式,2.600,10000,2016-06,2015-11-09,2016-06-22,2016-06-22,2016-06-23,0.1304,实物资产,退市
10000474,510050P1606M02600,50ETF沽2016年6月2.60,510050.SH,ETF期权,认沽,欧式,2.600,10000,2016-06,2015-11-09,2016-06-22,2016-06-22,2016-06-23,0.2912,实物资产,退市
10000475,510050C1511M02650,50ETF购2015年11月2.65,510050.SH,ETF期权,认购,欧式,2.650,10000,2015-11,2015-11-10,2015-11-25,2015-11-25,2015-11-26,0.0420,实物资产,退市
10000476,510050P1511M02650,50ETF沽2015年11月2.65,510050.SH,ETF期权,认沽,欧式,2.650,10000,2015-11,2015-11-10,2015-11-25,2015-11-25,2015-11-26,0.1602,实物资产,退市
10000477,510050C1606M02650,50ETF购2016年6月2.65,510050.SH,ETF期权,认购,欧式,2.650,10000,2016-06,2015-11-10,2016-06-22,2016-06-22,2016-06-23,0.1819,实物资产,退市
10000478,510050P1606M02650,50ETF沽2016年6月2.65,510050.SH,ETF期权,认沽,欧式,2.650,10000,2016-06,2015-11-10,2016-06-22,2016-06-22,2016-06-23,0.2985,实物资产,退市
10000479,510050C1601M02350,50ETF购2016年1月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.1483,实物资产,退市
10000480,510050C1601M02400,50ETF购2016年1月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.1249,实物资产,退市
10000481,510050C1601M02450,50ETF购2016年1月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.1018,实物资产,退市
10000482,510050C1601M02500,50ETF购2016年1月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.0834,实物资产,退市
10000483,510050C1601M02550,50ETF购2016年1月2.55,510050.SH,ETF期权,认购,欧式,2.550,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.0679,实物资产,退市
10000484,510050P1601M02350,50ETF沽2016年1月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.0751,实物资产,退市
10000485,510050P1601M02400,50ETF沽2016年1月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.0999,实物资产,退市
10000486,510050P1601M02450,50ETF沽2016年1月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.1260,实物资产,退市
10000487,510050P1601M02500,50ETF沽2016年1月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.1578,实物资产,退市
10000488,510050P1601M02550,50ETF沽2016年1月2.55,510050.SH,ETF期权,认沽,欧式,2.550,10000,2016-01,2015-11-26,2016-01-27,2016-01-27,2016-01-28,0.1943,实物资产,退市
10000489,510050C1601M02200,50ETF购2016年1月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2016-01,2015-11-30,2016-01-27,2016-01-27,2016-01-28,0.1748,实物资产,退市
10000490,510050C1601M02250,50ETF购2016年1月2.25,510050.SH,ETF期权,认购,欧式,2.250,10000,2016-01,2015-11-30,2016-01-27,2016-01-27,2016-01-28,0.1427,实物资产,退市
10000491,510050C1601M02300,50ETF购2016年1月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2016-01,2015-11-30,2016-01-27,2016-01-27,2016-01-28,0.1146,实物资产,退市
10000492,510050P1601M02200,50ETF沽2016年1月2.20,510050.SH,ETF期权,认沽,欧式,2.200,10000,2016-01,2015-11-30,2016-01-27,2016-01-27,2016-01-28,0.0600,实物资产,退市
10000493,510050P1601M02250,50ETF沽2016年1月2.25,510050.SH,ETF期权,认沽,欧式,2.250,10000,2016-01,2015-11-30,2016-01-27,2016-01-27,2016-01-28,0.0789,实物资产,退市
10000494,510050P1601M02300,50ETF沽2016年1月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2016-01,2015-11-30,2016-01-27,2016-01-27,2016-01-28,0.1013,实物资产,退市
10000495,510050C1601M02600,50ETF购2016年1月2.60,510050.SH,ETF期权,认购,欧式,2.600,10000,2016-01,2015-12-22,2016-01-27,2016-01-27,2016-01-28,0.0323,实物资产,退市
10000496,510050P1601M02600,50ETF沽2016年1月2.60,510050.SH,ETF期权,认沽,欧式,2.600,10000,2016-01,2015-12-22,2016-01-27,2016-01-27,2016-01-28,0.1642,实物资产,退市
10000497,510050C1602M02400,50ETF购2016年2月2.40,510050.SH,ETF期权,认购,欧式,2.400,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.1477,实物资产,退市
10000498,510050C1602M02450,50ETF购2016年2月2.45,510050.SH,ETF期权,认购,欧式,2.450,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.1209,实物资产,退市
10000499,510050C1602M02500,50ETF购2016年2月2.50,510050.SH,ETF期权,认购,欧式,2.500,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.0994,实物资产,退市
10000500,510050C1602M02550,50ETF购2016年2月2.55,510050.SH,ETF期权,认购,欧式,2.550,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.0811,实物资产,退市
10000501,510050C1602M02600,50ETF购2016年2月2.60,510050.SH,ETF期权,认购,欧式,2.600,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.0656,实物资产,退市
10000502,510050P1602M02400,50ETF沽2016年2月2.40,510050.SH,ETF期权,认沽,欧式,2.400,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.0861,实物资产,退市
10000503,510050P1602M02450,50ETF沽2016年2月2.45,510050.SH,ETF期权,认沽,欧式,2.450,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.1092,实物资产,退市
10000504,510050P1602M02500,50ETF沽2016年2月2.50,510050.SH,ETF期权,认沽,欧式,2.500,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.1343,实物资产,退市
10000505,510050P1602M02550,50ETF沽2016年2月2.55,510050.SH,ETF期权,认沽,欧式,2.550,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.1664,实物资产,退市
10000506,510050P1602M02600,50ETF沽2016年2月2.60,510050.SH,ETF期权,认沽,欧式,2.600,10000,2016-02,2015-12-24,2016-02-24,2016-02-24,2016-02-25,0.1978,实物资产,退市
10000507,510050C1602M02300,50ETF购2016年2月2.30,510050.SH,ETF期权,认购,欧式,2.300,10000,2016-02,2015-12-29,2016-02-24,2016-02-24,2016-02-25,0.1631,实物资产,退市
10000508,510050C1602M02350,50ETF购2016年2月2.35,510050.SH,ETF期权,认购,欧式,2.350,10000,2016-02,2015-12-29,2016-02-24,2016-02-24,2016-02-25,0.1307,实物资产,退市
10000509,510050P1602M02300,50ETF沽2016年2月2.30,510050.SH,ETF期权,认沽,欧式,2.300,10000,2016-02,2015-12-29,2016-02-24,2016-02-24,2016-02-25,0.0626,实物资产,退市
10000510,510050P1602M02350,50ETF沽2016年2月2.35,510050.SH,ETF期权,认沽,欧式,2.350,10000,2016-02,2015-12-29,2016-02-24,2016-02-24,2016-02-25,0.0819,实物资产,退市
10000511,510050C1602M02200,50ETF购2016年2月2.20,510050.SH,ETF期权,认购,欧式,2.200,10000,2016-02,2016-01-05,2016-02-24,2016-02-24,2016-02-25,0.1328,实物资产,退市
